index,Roast Level,Avg Agtron,price,rating,Country Region,Country,review_sentence,company,coffee
1953a,Medium-Light,67,15.5,93,The Americas,Guatemala," Dark chocolate, peach-like fruit, hazelnut, a hint of flowers in aroma and cup",Caffe Luxxe,Guatemala El Tambor
1954a,Medium-Light,68,37.5,92,The Americas,Guatemala," Nut-toned chocolate, black cherry, fresh-cut cedar, rose-like flowers in aroma and cup",Bird Rock Coffee Roasters,El Injerto Geisha
1955a,Medium-Light,67,19.95,93,The Americas,Guatemala," Complex fruit, particularly blackberry and Concord grape, roasted cacao nib, vanilla, anise in aroma and cup",Olympia Coffee Roasting,Guatemala El Socorro Maracaturra
1956a,Medium-Light,67,102.56,92,The Americas,Guatemala," Complex lime- and orange-toned citrus, night-blooming flowers, a hint of hazelnut and crisp roasted cacao nib in aroma and cup",Fong Da Coffee,Guatemala Injerto Noble Age
1957a,Medium-Light,64,12.74,92,The Americas,Guatemala," Aroma and flavor notes are shifting, often surprising: Roasted cacao nib, cedar, a hint of brandy, rich, pungent fruit suggesting grilled pineapple perhaps",Caribou Coffee,El Guapo Guatemala
1958a,Medium-Light,61,10.5,91,The Americas,Guatemala," Dark chocolate, plum, cedar, night-blooming flowers in aroma and cup",Roast House,Guatemalan Batzchocola
1959a,Medium-Light,64,12,92,The Americas,Guatemala," Flowers, plum, honey, roasted cacao nib in aroma and cup",Cup to Cup Coffee Roasters,Guatemala San Rafael Urias
1960a,Medium-Light,61,15.95,93,The Americas,Guatemala," Honey, dark chocolate, orange, night-blooming flowers in aroma and cup",Seattle Coffee Works,Guatemala Finca Armenia Yellow Bourbon
1961a,Medium-Light,61,13.5,93,The Americas,Guatemala," Delicate floral notes, nut-toned chocolate, honey, a hint of banana in aroma and cup",Klatch Coffee,Guatemala Covadonga Micro-Lot
1962a,Medium-Light,67,11.34,93,The Americas,Guatemala," Cedar, plum, black currant, a hint of lemon in aroma and cup, where a slight herby suggestion contributes savory depth",Reunion Island Coffee,Guatemala Finca La Soledad
1963a,Medium-Light,70,12.95,91,The Americas,Guatemala," Roundly tart, deeply expressed acidity; lightly syrupy mouthfeel",Paradise Roasters,Guatemala Huehuetenango Fair Trade Organic
1964a,Medium-Light,65,14,91,The Americas,Guatemala, Delicately chocolaty in three parts milk (“pure milk chocolate” according to the co-taster),Conduit Coffee,Guatemala Finca La Perla
1965a,Medium-Light,66,19.13,93,The Americas,Guatemala," Orangy citrus, butter, roasted nut, lush flowers, a hint of sweet chocolate in aroma and cup",Coffea Roasterie,Guatemala Finca La Esperanza Pacamara COE 7
1966a,Medium-Light,67,29.94,93,The Americas,Guatemala," Roasted cocoa-nib, jasmine, cedar, honey, orange zest in aroma and cup",Paradise Roasters,Guatemala El Injerto Pandora Del Carmen Pacamara
1967a,Medium-Light,70,17.75,92,The Americas,Guatemala," Honey, milk chocolate, nut, a hint of night-blooming flowers in aroma and cup",George Howell Coffee Company,Tzampetey Guatemala
1968a,Medium-Light,62,13.99,91,The Americas,Guatemala," Crisp, delicate acidity; light but very smoothly silky mouthfeel",Mystic Monk Coffee,Guatemalan Antigua Serena
1969a,Medium-Light,71,17.75,92,The Americas,Guatemala," Brisk, rather pronounced acidity is softened by a floral sweetness",George Howell Coffee Company,La Bendicion Guatemala
1970a,Medium-Light,66,14.66,93,The Americas,Guatemala," Complex chocolate (fudgy yet crisp) and fruit (lychee, orange zest) with complicating hints of lavender and musk",Fratello Coffee Roasters,Guatemala Finca El Socorro Palo Blanco
1971a,Medium-Light,70,12.75,91,The Americas,Guatemala," Honey, prairie flowers, roasted cocoa nib, a hint of cinnamon bark in aroma and cup",Cultivar Coffee,Guatemala Trapichitos
1972a,Medium-Light,67,29.94,91,The Americas,Guatemala," Cedar, hazelnut, zesty lemon, honey, dark chocolate in aroma and cup",Paradise Roasters,Guatemala El Injerto Pandora Del Carmen Pacamara
1973a,Medium-Light,71,17.75,93,The Americas,Guatemala," Honey, tangerine, rose-like flowers, a hint of roasted cocoa nib in aroma and cup",Terroir Coffee,La Esperanza Guatemala Huehuetenango
1974a,Medium-Light,69,29.93,94,The Americas,Guatemala," Fragrant, fresh-cut cedar, orange, blackberry, crisp chocolate in aroma and cup",PT's Coffee Roasting Co.,"Finca El Injerto Patagonia, Guatemala"
1975a,Medium-Light,65,14.95,92,The Americas,Guatemala," Almond, orange, fresh-cut cedar; hints of chocolate, honey and night-blooming flowers in aroma and cup",Beansmith Coffee,Guatemala Huehuetenango Finca La Bolsa
1976a,Medium-Light,65,16.99,91,The Americas,Guatemala," Molasses, walnut, buttery dark chocolate, lush night flowers in aroma and cup",Thirty-Thirty Coffee Co.,Guatemala San Juan
1977a,Medium-Light,65,16.75,92,The Americas,Guatemala," Smooth, balanced acidity; syrupy mouthfeel",Terroir Coffee,San Augustin Guatemala Antigua
1978a,Medium-Light,68,16.5,97,The Americas,Guatemala," Fragrant eucalyptus, dark chocolate, jammy black currant, white flowers in aroma and cup",Terroir Coffee,El Vergel Guatemala
1979a,Medium-Light,66,13.84,91,The Americas,Guatemala, Ripe orange and distinct almond notes with a backgrounded sweet cocoa in aroma and cup,Barrington Coffee Roasting Co.,Guatemalan La Joya
1980a,Medium-Light,64,13.01,92,The Americas,Guatemala," Round, juicily tart acidity; lightly syrupy mouthfeel",Conscious Cup Coffee Roasters,Guatemala Huehuetenango Fair Trade Certified
1981a,Medium-Light,62,15.5,94,The Americas,Guatemala," Distinct almond notes, milk chocolate, date-like fruit in aroma and cup",Temple Coffee and Tea,Guatemala El Diamante
1982a,Medium-Light,69,14.18,89,The Americas,Guatemala," All carry into the cup, where the brandyish fruit ferment hinted at in the aroma turns richly explicit",PT's Coffee Roasting Co.,Organic Guatemla Finca Santa Isabel Natural Process
1983a,Medium-Light,66,12.95,91,The Americas,Guatemala, Rich acidity; syrupy but lively mouthfeel,JBC Coffee Roasters,Guatemala Quiche Chajulense Fair Trade Organic
1984a,Medium-Light,67,12.95,92,The Americas,Guatemala," Smooth, silky mouthfeel",JBC Coffee Roasters,Guatemala Finca La Candelaria
1985a,Medium-Light,62,12.71,91,The Americas,Guatemala," Rich, sweetly tart acidity; silky mouthfeel",Barrington Coffee Roasting Co.,Guatemalan Puerta Verde
1986a,Medium-Light,69,16.33,95,The Americas,Guatemala, Vivacious acidity and a mouthfeel almost effervescent in its buoyancy and liveliness,Coava Coffee Roasters,Guatemala Xeucalvitz
1987a,Medium-Light,64,13.99,91,The Americas,Guatemala," Gently pungent fresh-cut fir softening to dark chocolate in aroma and cup, with a hint of flowers",Mystic Monk Coffee,Guatemalan Antigua Sereno
1988a,Medium-Light,68,16.33,90,The Americas,Guatemala," Round, soft acidity; lightly syrupy mouthfeel; the tart sweetness extends into a long finish",Coava Coffee Roasters,Ixil A’achimbal Guatemala
1989a,Medium-Light,61,12.5,90,The Americas,Guatemala," Sweet-toned nut dominates in aroma and cup, with rounding melon-like fruit and citrusy top notes",Lexington Coffee Roasters,Guatemala SHB El Injertal Estate
1990a,Medium-Light,62,12.25,90,The Americas,Guatemala," Fruit- and floral-toned acidity, medium body and a deeper chocolate-like sensation in a finish marked by a touch of drying astringency",Coava Coffee Roasters,Guatemala Xeucalvitz
1991a,Medium-Light,69,12.95,91,The Americas,Guatemala," In the cup penetrating acidity, delicate mouthfeel, and tangerine, honey and floral notes with hints of cocoa and aromatic wood",Paradise Roasters,Guatemala Huehuetenango
1992a,Very Dark,25,10.99,84,The Americas,Guatemala, Dullish acidity; full but slightly rough-textured mouthfeel,Puroast,Guatemala Dark Roast
1993a,Medium,53,13,88,The Americas,Guatemala ; Nicaragua," Fresh-cut fir, chocolate, a hint of enlivening tart berry in aroma and cup",Thanksgiving Coffee,Song Bird Shade Grown Coffee
1994a,Medium,53,20,88,The Americas,Haiti," Roasted hazelnut, cedar, cocoa powder, date, magnolia in aroma and cup",Kafe 1804,Revolution Medium Roast
1995a,Medium,56,10.9,90,The Americas,Haiti," Soft, rounded acidity; silky mouthfeel",Bonlife Coffee,Haitian
1996a,Medium-Dark,48,21,86,The Americas,Haiti," Scorched mesquite, dark chocolate, gardenia, vanilla, roasted almond in aroma and cup",Kafe 1804,Independence Dark Roast
1997a,Medium-Dark,50,14.99,87,The Americas,Haiti," Very lightly scorched cedar, black tea, hints of lily-like flowers and rosemary in aroma and cup",Cafe Kreyol,Zombie Desert 100% Organic Haitian Bleu
1998a,Medium-Dark,42,19.6,88,The Americas,Haiti," Deep, pungently sweet-toned aroma: dark chocolate, hints of raisin, gently charred cedar",Café Xaragua Single Origin Coffee,Haiti
1999a,Medium-Light,61,22.5,90,The Americas,Haiti," Nougat, walnut, Bosc pear, fresh-cut fir, a hint of cardamom in aroma and cup",Dávila Kafe,Jacmel Haiti
2000a,Medium-Light,70,19.95,88,The Americas,Haiti," In the cup a low-toned, subdued acidity, medium body, continued sweet chocolate and nut notes, with a hint of malty mustiness",Clive Coffee,Haiti Ranquitte EcoCafe
2001a,Light,72,23.7,93,The Americas,Honduras," Cocoa nib, green apple, orange zest, hazelnut butter, rhododendron in aroma and cup",94 Fresh Coffee,Honduras El Retono
2002a,Light,71,50,92,The Americas,Honduras," Honeysuckle, red grape, cashew, oak, brown sugar in aroma and cup",Plat Coffee Roastery,Honduras Finca Don Eusebio
2003a,Light,71,20.41,90,The Americas,Honduras," Roasted cacao nib, apricot, freesia, oak, toffee in aroma and cup",Coava Coffee Roasters,Honduras David Mancia
2004a,Light,75,16.75,90,The Americas,Honduras," Fresh-cut cedar, baker’s chocolate, cashew, orange zest in aroma and cup",Chocolate Fish Coffee Roasters,Los Popitos Honduras
2005a,Light,77,16.75,91,The Americas,Honduras," Dried persimmon, juniper berry, lemon blossom, slightly salty chocolate, raw almond in aroma and cup",Chocolate Fish Coffee Roasters,El Tontolo Manguito Honduras
2006a,Light,73,14.25,91,The Americas,Honduras," Brown sugar, almond, honeysuckle, peach, roasted cacao nib in aroma and cup",JBC Coffee Roasters,Miravalle Honduras
2007a,Light,71,18.41,91,The Americas,Honduras," Honey, candied lemon, hints of rose-like flowers and roasted cacao nib in aroma and cup",Coava Coffee Roasters,David Mancia Honduras
2008a,Light,72,15,90,The Americas,Honduras, Backgrounded but vibrant acidity; lightly syrupy mouthfeel,Blue Bottle Coffee,Honduras Cerro Gacho
2009a,Medium,60,19,92,The Americas,Honduras," Dried apricot, cashew butter, freesia-like flowers, molasses, oak in aroma and small cup",Temple Coffee Roasters,Honduras Sergio Romero Single-Origin Espresso
2010a,Medium,59,15.95,90,The Americas,Honduras," Dark chocolate, dried raspberry, cedar, molasses, lily in aroma and cup",RamsHead Coffee Roasters,Honduras Finca La Joya Natural
2011a,Medium,60,17.99,90,The Americas,Honduras," Hazelnut, red apple, cocoa nib, pink peppercorn, fresh-cut fir in aroma and cup",3-19 Coffee,Honduras Atanacio Nolasco
2012a,Medium,57,12.99,88,The Americas,Honduras," Cocoa powder, rose-like flowers, almond, a hint of brie cheese in aroma and cup",Magnolia Coffee,Honduras Finca Gaby
2013a,Medium,57,12.74,89,The Americas,Honduras," Raisin, dark chocolate, roasted pistachio, oak in aroma and cup",Caribou Coffee,Copan Honduras
2014a,Medium,59,18.75,93,The Americas,Honduras," Blood orange, sweet chocolate, vanilla-toned flowers, a hint of almond in aroma and cup",Victrola Coffee Roasters,Honduras Santa Barbara Beneficio San Vicente Caracolillo
2015a,Medium,60,16.5,91,The Americas,Honduras," Caramelly chocolate, grapefruity citrus, delicate, meadowy flowers in aroma and cup",Roast Co. Artisan Coffees,Honduras Catracha “Alfonso” Microlot
2016a,Medium,58,9.75,90,The Americas,Honduras," Distinct dark chocolate, plum pudding, a musky note in aroma and cup",Muddy Dog Roasting,Honduras Montana Verde Pacas
2017a,Medium,60,18,90,The Americas,Honduras," Honey, night-blooming flowers, fresh-cut cedar, cherryish chocolate in aroma and cup",Bard Coffee,Teodosa Moreno Honduras
2018a,Medium,57,15.95,91,The Americas,Honduras," Aromatic wood (cedar, oak), flowers, plum, dark chocolate in aroma and cup",Atomic Cafe Coffee Roasters,Honduras El Praiso
2019a,Medium,56,18,93,The Americas,Honduras," Tart berry, roasted cocoa nib, sweet coconut and night flowers, hints of mint and fir in aroma and cup",Victrola Coffee Roasters,Honduras Santa Barbara Beneficio San Vicente Caracalillo
2020a,Medium,59,15,91,The Americas,Honduras," Apricot, orange, caramel, lily-like flowers and a hint of chocolate in aroma and cup",Victrola Coffee Roasters,Honduras Santa Barbara Finca Las Brisas
2021a,Medium,54,16.2,90,The Americas,Honduras," Fir, molasses, orange zest, lush night-blooming flowers in aroma and cup",Bard Coffee,Honduras Bertilio Reyes Portillo
2022a,Medium,60,17.5,92,The Americas,Honduras," Flowers, honey, lime, nut-toned dark chocolate in aroma and cup",Thirty-Thirty Coffee Co.,Honduras Maria Galo
2023a,Medium,54,11.99,93,The Americas,Honduras," Rich, deep-toned acidity; syrupy mouthfeel",Caribou Coffee,Honduras Roastmaster’s Reserve
2024a,Medium,55,15.9,90,The Americas,Honduras," In the small cup lean but silky mouthfeel, with the fruit and cocoa notes deepened and enriched by hints of wine, cedar and leather",Bard Coffee,Honduras El Cielito Single Origin Espresso
2025a,Medium,55,15.9,90,The Americas,Honduras," Zesty, delicate acidity; silky mouthfeel",Bard Coffee,Honduras Santa Barbara
2026a,Medium,58,19.25,91,The Americas,Honduras, Silky mouthfeel,Bard Coffee,Honduras Cup of Excellence Lot #17
2027a,Medium,53,13.61,92,The Americas,Honduras," Full flavored in the small cup, with bittersweet fruit-infused chocolate hinting at grape, berry and orange, all of which persist deeply into the finish",Coava Coffee Roasters,Honduras Benjamin Miranda Espresso
2028a,Medium,55,13.61,91,The Americas,Honduras, Caramelly sweetness softens toasty citrus tones and fleeting hints of lavender and carob in the small cup,Coava Coffee Roasters,Honduras David Mancia Espresso
2029a,Medium,58,13.61,92,The Americas,Honduras," Bright, distinctly fruit-toned acidity and a silky mouthfeel",Coava Coffee Roasters,Honduras Cerro Gacho
2030a,Medium-Dark,44,16.2,91,The Americas,Honduras, The aromatics sharpen in the small cup; the flowers turn toward anise and the cedar note dominates,Bard Coffee,Honduras El Cielito S.O. Espresso
2031a,Medium-Dark,44,18,89,The Americas,Honduras," For the dominant aromatic note in the cup Wendy read “fresh fig,” Ken simply “raisin",Carrboro Coffee Roasters,Honduras El Pinabetal
2032a,Medium-Light,64,39,92,The Americas,Honduras," Nutella, plum, cedar, orange zest, a hint of lily in aroma and cup",Spirit Animal Coffee,Honduras Catuai/Bourbon
2033a,Medium-Light,66,17.99,93,The Americas,Honduras," Dried orange zest, baking spices, golden raisin, hazelnut, fresh-cut oak in aroma and cup",Merge Coffee Company,Cual Bicicleta
2034a,Medium-Light,69,17.99,93,The Americas,Honduras," Narcissus, plum, baking chocolate, almond, brown sugar in aroma and cup",Merge Coffee Company,Pena Blanca Black Honey
2035a,Medium-Light,66,17.99,93,The Americas,Honduras," Raspberry, cocoa nib, vanilla bean, magnolia, cedar in aroma and cup",Merge Coffee Company,La Joya
2036a,Medium-Light,62,15.05,92,The Americas,Honduras," Almond butter, baking chocolate, pear, cedar, baking spices in aroma and cup",Beachcomber Coffee,Honduras
2037a,Medium-Light,68,30,93,The Americas,Honduras," Raspberry, grapefruit, cashew butter, cedar, freesia-like flowers in aroma and cup",Triple Coffee Co.,Olvin Valle Honduras
2038a,Medium-Light,66,19.15,93,The Americas,Honduras," Almond butter, lilac, lemon verbena, red apple, oak in aroma and cup",Small Eyes Cafe,Honduras
2039a,Medium-Light,67,21,92,The Americas,Honduras," Magnolia, hazelnut butter, baking chocolate, plum, agave syrup in aroma and cup",Per'la Specialty Roasters,Honduras San Vincent
2040a,Medium-Light,62,17,92,The Americas,Honduras," Milk chocolate, orange blossom, cedar, black tea, almond in aroma and cup",Lone Coffee,La Naranja Honduras
2041a,Medium-Light,68,22,94,The Americas,Honduras," Blackberry, dark chocolate, blood orange zest, ginger blossom, oak in aroma and cup",Café Grumpy,Honduras Las Flores Parainema
2042a,Medium-Light,68,20.41,93,The Americas,Honduras," Toffee, black cherry, rosewood, walnut, violet-like flowers in aroma and cup",Coava Coffee Roasters,Porfirio Castellanos Honduras
2043a,Medium-Light,65,12.92,93,The Americas,Honduras," Lean, though very smooth mouthfeel; chocolate-toned finish with hints of cedar",Kakalove Cafe,Honduras Los Catadores Honey
2044a,Medium-Light,67,12.92,92,The Americas,Honduras," Baker’s chocolate, lemon zest, black cherry, fresh-cut fir, narcissus in aroma and small cup",Kakalove Cafe,Honduras La Lesquinada Washed
